Text,entities,entity_types,Combined
"The CP/M file system ( and also the original 8-bit FAT implemented in Microsoft BASIC ) only recorded the lengths of files in multiples of 128-byte "" records "" , so by convention a Control-Z character was used to mark the end of meaningful data if it ended in the middle of a record .","['CP/M', 'file system', 'Microsoft BASIC']","['Application', 'Application', 'Language']","['Microsoft BASIC', 'CP / M file system', 'Microsoft BASIC']"
RSS Guard also supports the ability to import and export the database file and settings configuration to/from OPML 2.0 .,"['RSS Guard', 'OPML 2.0']","['Language', 'Application']","['RSS Guard', 'RSS Guard', 'OPML 2 . 0']"
Some environments in Lisp are globally pervasive .,['Lisp'],['Language'],"['Lisp', 'Lisp']"
Parole is a simple media player based on the GStreamer framework .,['GStreamer'],['Language'],"['Parol', 'GStreamer']"
"C++Builder uses the same IDE as Delphi , and shares many core libraries .","['C++Builder', 'IDE', 'Delphi']","['Language', 'Application', 'Language']","['C++Builder', 'IDE', 'Delphi', 'C++Builder', 'Delphi', 'C + + Builder', 'ID', 'Delphi', 'libraries']"
"It was not until late December 2006 that Elastix was released as a Linux distribution with Asterisk , Zaptel and a number of other packages which were easily administrated via a user friendly Web interface that caught the community 's attention .","['Elastix', 'Linux distribution', 'Asterisk']","['Protocol', 'Application', 'Language']","['Elastix', 'Asterisk', 'Zaptel', 'Linux distribution', 'Asterisk', 'Z']"
"Shortly before this , Canonical launched the Ubuntu Software Center which also sold digital games .",['Ubuntu Software Center'],['Language'],['Ubuntu Software Center']
"And distributing only the C code in output , creates the problem of making it very difficult for the recipients to modify the parser since this code was written neither by a human nor for humans - its purpose is to be fed directly into a C compiler .","['C', 'C']","['Language', 'Language']","['C', 'par', 'C', 'compiler']"
"By 2019 , the number of COBOL programmers was shrinking fast due to retirements , leading to an impending skills gap in business and government organizations which still use mainframe systems for high-volume transaction processing . The identification division specifies the name and type of the source element and is where classes and interfaces are specified . The environment division specifies any program features that depend on the system running it , such as files and character sets . The height of COBOL 's popularity coincided with the era of keypunch machines and punched cards . The program itself was written onto punched cards , then read in and compiled , and the data fed into the program was sometimes on cards as well .","['mainframe', 'transaction processing', 'interfaces', 'files', 'character sets', 'keypunch machines', 'punched cards', 'punched cards', 'compiled']","['Architecture', 'General_Concept', 'Application', 'Operating_System', 'General_Concept', 'Device', 'Architecture', 'Architecture', 'Language']","['COBOL', 'skills gap', 'business', 'government organizations', 'mainframe systems', 'high-volume transaction processing', 'identification division', 'source element', 'environment division', 'program features', 'system', 'files', 'character sets', 'popularity', 'keypunch machines', 'punched cards', 'program', 'data', 'main', 'transaction processing', 'interfaces', 'files', 'character sets', 'keypunch machines', 'punched cards', 'punched cards', 'compiled']"
The kernel was written in C with C++ wrappers in user space .,"['kernel', 'C', 'C++', 'user space']","['Operating_System', 'Language', 'Language', 'Operating_System']","['C', 'C++', 'kernel', 'C', 'C + +', 'user space']"
"In Haskell , the package exists .",['Haskell'],['Language'],"['Haskell', 'Haskell']"
"In addition to the client libraries included with the ZooKeeper distribution , a number of third-party libraries such as Apache Curator and Kazoo are available that make using ZooKeeper easier , add additional functionality , additional programming languages , etc .","['ZooKeeper', 'ZooKeeper']","['Language', 'Language']","['libraries', 'ZooKeeper', 'libraries', 'Apache Curator', 'Kao', 'ZooKeeper']"
Has both a GUI and Python interface .,"['GUI', 'Python']","['Application', 'Language']","['Python', 'GUI', 'Python']"
The Hildon framework includes components that effectively provide a desktop environment .,['Hildon'],['Language'],"['Hildon', 'framework']"
"In the mathematical field of differential geometry , Ricci-flatness is a condition on the curvature of a Riemannian manifold .","['differential geometry', 'Riemannian manifold']","['Language', 'Architecture']","['Ricci - flatness', 'manifold']"
S3 was based on ALGOL 68 but with data types and operators aligned to those offered by the ICL 2900 Series .,"['S3', 'ALGOL 68', 'ICL 2900 Series']","['Language', 'Language', 'Device']","['ICL 2900 Series', 'ALGOL 68', 'ALGOL 68', 'ICL 2900 Series']"
Every class implements ( or realizes ) an interface by providing structure and behavior .,"['implements', 'interface']","['Language', 'Language']",['interface']
It was based on the DR-DOS operating system and networking components from Novell as well as the Arachne web browser by Michal Polák of xChaos software .,"['DR-DOS', 'operating system', 'Arachne web browser', 'Michal Polák', 'xChaos software']","['Application', 'General_Concept', 'Language', 'Language', 'Language']","['Arachne', 'DR DOS', 'Arachne web browser']"
"The grammar for natural languages is ambiguous and typical sentences have multiple possible analyses : perhaps surprisingly , for a typical sentence there may be thousands of potential parses ( most of which will seem completely nonsensical to a human ) .",['parses'],['Language'],['parses']
"A highlight for some critics was gameplay , particularly the unique alchemy system and aspects also found in Secret of Mana such as the ring menu .","['alchemy', 'Secret of Mana']","['Language', 'Application']","['al', 'Secret of Mana']"
"The scheduler CGI program handles requests from clients , receiving completed results and sending new work to compute .",['CGI'],['Language'],['C']
"Extended attributes are accessible via the Workplace Shell desktop , through REXX scripts , and many system GUI and command-line utilities ( such as 4OS2 ) . To accommodate its OS/2 subsystem , Windows NT supports the handling of extended attributes in HPFS , NTFS , FAT12 and FAT16 .","['Extended attributes', 'Workplace Shell', 'REXX', 'GUI', 'command-line', '4OS2', 'OS/2', 'Windows NT', 'extended attributes', 'HPFS', 'NTFS', 'FAT12']","['Application', 'Device', 'Language', 'Application', 'Application', 'Application', 'Application', 'Device', 'Application', 'Application', 'Application', 'Application']","['Workplace Shell', '4OS2', 'REXX', 'Extended attributes', 'Workplace Shell', 'REXX', 'GUI', 'command line', '4OS2', 'OS / 2', 'Windows NT', 'extended attributes', 'HPFS', 'NTFS', 'FAT', 'FAT']"
"Ginkgo CADx is a multi platform ( Windows , Linux , Mac OS X ) DICOM viewer ( * .dcm ) and dicomizer ( convert different files to DICOM ) .","['Ginkgo CADx', 'multi platform', 'Linux', 'Mac OS', 'DICOM', '.dcm', 'DICOM']","['Language', 'Operating_System', 'Application', 'Application', 'Algorithm', 'Algorithm', 'Algorithm']","['Ginkgo CADx', 'dicomizer', 'Windows', 'Linux', 'Mac OS X', 'Ginkgo CADx', 'Windows', 'Linux', 'Mac X', 'DIC', 'DIC']"
"Following the release of Blitz3D , BlitzBasic is often synonymously referred to as Blitz2D .",['BlitzBasic'],['Language'],['BBasic']
"Subsequent to Sun 's release of OpenJDK , Sun released a specific license to permit running the TCK in the OpenJDK context for any GPL implementation deriving substantially from OpenJDK .","['OpenJDK', 'OpenJDK', 'GPL', 'OpenJDK']","['Language', 'Language', 'License', 'Language']","['GPL', 'OpenJDK', 'TK', 'OpenJDK', 'GPL', 'OpenJDK']"
Veejay is a free visual instrument and realtime video sampler for Linux released under the GNU General Public License version 2 or later .,"['Veejay', 'free', 'Linux', 'GNU General Public License']","['Language', 'Application', 'Application', 'License']","['Veejay', 'GNU General Public License', 'Vjay', 'Linux', 'GNU General Public License']"
"Some of the enemies reference Aliens , Gremlins , and Elvis Presley .",['Gremlins'],['Language'],['Gremlins']
Ruby 2.4.0 was released on Christmas Day in 2016 .,['Ruby'],['Language'],['Ruby']
"Easter egg : Playing Dark Castle ( and its sequel ) with the computer 's clock at December 25 or any Friday the 13th , the Great Hall or the throne room ( respectively ) will have holiday decorations .","['Dark Castle', 'sequel']","['Device', 'Language']",['Dark Castle']
"For an example , consider the following tables where the first table gives the relation and the second the result of .",['where'],['Language'],['relation']
OneNote Clipper : A browser bookmarklet that uses the OneNote service API and enables users to save a screenshot of a webpage to OneNote along with the link .,"['OneNote', 'bookmarklet', 'OneNote', 'API', 'OneNote']","['Application', 'Language', 'Application', 'Library', 'Application']","['OneNote', 'OneNote', 'OneNote', 'API', 'OneNote']"
"Version 4.0 of the Ext framework was released on April 26 , 2011 .",['Ext'],['Language'],['Ext framework']
