Text,entities,entity_types,Combined
"In the mid-1970s , the rise of microprocessors and inexpensive computer terminals led to the development of additional key-to-tape and key-to-disk systems from smaller companies such as Inforex and Pertec .","['key-to-tape', 'key-to-disk', 'Inforex']","['Device', 'Device', 'Device']","['computer terminals', 'Inforex']"
"The release of these two new chipsets , intended primarily for high-end desktops , was soon followed by the availability of Z97 - and H97-based motherboards .","['Z97', 'motherboards']","['Device', 'Device']","['chipsets', 'motherboards', 'chipsets', 'mother']"
"A redesign of the Amiga 500 Plus , it adds the option of an internal hard disk drive and a PCMCIA port .","['Amiga 500', 'hard disk drive']","['Device', 'Device']","['Amiga 500 Plus', 'Amiga 500', 'hard disk drive']"
"But , if the terminal is in raw mode , the program gets the characters “ ABC ” followed by the Backspace character and followed by “ D ” .",['Backspace character'],['Device'],['Backspace']
"The port included color and resolution options , higher speed options during gameplay , control options that emulated the Game Boy console , a commemorative track created by Ito , and new artwork by Fujioka .",['Game Boy'],['Device'],"['Game Boy', 'Game Boy']"
"It is played with the DS being held sideways in a similar style to the Brain Age series , but with just the stylus .",['DS'],['Device'],"['DS', 'DS']"
"A direct sequel to SSX , the game was originally released in 2001 for PlayStation 2 , GameCube , and Xbox , It was later ported to the Game Boy Advance in October 2002 .","['PlayStation 2', 'Xbox', 'Game Boy Advance']","['Device', 'Device', 'Device']","['PlayStation 2', 'Game Boy Advance', 'PlayStation 2', 'Game Boy Advance']"
Conditional execution on PS/2 -compatible machines only .,['PS/2'],['Device'],"['PS/2', 'PS / 2']"
GLX distinguishes two - states - : indirect state and direct state .,['GLX'],['Device'],"['GLX', 'GLX']"
"Adobe offers its Flex product line to meet the demand for rich web applications built on the Flash runtime , with behaviors and programming done in ActionScript .",['runtime'],['Device'],"['Flash runtime', 'runtime']"
"The disks usually came in small format-specific plastic cases , and the drive was also shipped for a while with a small hard metal case - identical , but unrelated to the Aluma Wallet - which could house the drive and two disks .","['disks', 'disks']","['Device', 'Device']","['disks', 'disks', 'disks']"
CONFIG$ constitutes the real mode PnP manager in MS-DOS 7.0 – 8.0 .,['PnP'],['Device'],"['CONFIG$', 'CONF', 'P']"
Specifies if POST should be skipped on reboots .,['POST'],['Device'],"['POST', 'POST']"
"At the time it garnered critical acclaim , with reviewers universally praising its graphics and overall performance which was much faster than contemporary PCs .",['PCs'],['Device'],"['PCs', 'PC']"
"The chief differences is that it features futuristic vehicles instead of racing cars , different passwords ( e.g.",['racing'],['Device'],"['racing cars', 'racing']"
"Memory : 32 KB ROM ; 8 , 16 , 24 , or 32 KB static RAM .",['ROM'],['Device'],"['ROM', 'ROM']"
"Unlike the first Macintosh , whose operating system could not utilize a hard disk in its first versions , the Lisa system was designed around a hard disk being present .","['Macintosh', 'hard disk', 'Lisa', 'hard disk']","['Device', 'Device', 'Device', 'Device']","['Macintosh', 'Lisa', 'Macintosh', 'hard disk', 'Lisa', 'hard disk']"
It allowed the use of some software and hardware designed for Commodore 64 computers on Amiga computers .,['Amiga computers'],['Device'],"['Amiga computers', 'Amiga computers']"
"Waterloo is a battle strategy game by PSS for DOS , Atari ST , Amiga and Acorn Archimedes .","['DOS', 'Atari ST', 'Amiga', 'Acorn Archimedes']","['Device', 'Device', 'Device', 'Device']","['Atari ST', 'Acorn Archimedes', 'DOS', 'Atari ST', 'Amiga', 'Acorn Archimedes']"
Memory-mapped I/O ( MMIO ) and port-mapped I/O ( PMIO ) are two complementary methods of performing input/output ( I/O ) between the central processing unit ( CPU ) and peripheral devices in a computer .,['peripheral devices'],['Device'],"['peripheral devices', 'peripheral devices']"
"An application library , similar to the Apple App Store or the Android Market is available for the device , accessible through the EXOPC UI .",['EXOPC'],['Device'],"['EXOPC', 'EXOPC']"
"The screen is split into three sections : a brick maze , an underwater section and a final confrontation with the Grim Reaper .",['Grim Reaper'],['Device'],"['screen', 'Grim Reaper']"
A touchscreen ( or touch screen ) is a both input and output device and normally layered on an electronic visual display of an information processing system .,"['touchscreen', 'touch screen', 'electronic visual display']","['Device', 'Device', 'Device']","['touchscreen', 'touch screen', 'touch screen', 'touchscreen', 'touch screen', 'electronic visual display']"
The step-index profile corresponds to a power-law index profile with the profile parameter approaching infinity .,"['step-index profile', 'power-law index profile']","['Device', 'Device']","['step-index', 'step - index profile index profile']"
Google Jamboard – an online interactive whiteboard that allows brainstorming and collaboration between teams .,['Google Jamboard'],['Device'],"['Google Jamboard', 'Google Jamboard']"
The player is able to switch between Spider-Man ' s traditional red and blue suit and the black symbiote suit at any time during gameplay .,['Spider-Man'],['Device'],"['Spider-Man', 'Spider - Man']"
"Archimedes is written in Java , and the latest version runs on Windows , Mac OS X , Linux/Unix based systems , and might run on platforms that are supported by LWJGL and a Java Virtual machine on version 1.5.0 or later .",['Archimedes'],['Device'],"['Archimedes', 'Archimedes']"
The peripheral only features the first four fret buttons and a strap so the Nintendo DS can be held sideways comfortably for play .,['Nintendo DS'],['Device'],"['Nintendo DS', 'Nintendo DS']"
nroff ( short for - new roff - ) is a text-formatting program on Unix and Unix-like operating systems .,['nroff'],['Device'],"['nroff', 'nroff']"
"Also , it has been confirmed with extensive tests realized by Brazilian Association of Radio and Television Broadcasters ( ABERT ) , Brazilian Television Engineering Society ( SET ) and Universidade Presbiteriana Mackenzie the insufficient quality for indoor reception presented by ATSC and , between DVB-T and ISDB-T , the latter presented superior performance in indoor reception and flexibility to access digital services and TV programs through non-mobile , mobile or portable receivers with impressive quality .",['ATSC'],['Device'],"['ATSC', 'ATSC']"
The bandwidth allocation of the PCIe slots can be configured via the Expansion Slot Utility included with Mac OS X only on the August 2006 Mac Pro .,"['Expansion Slot', 'Mac OS X', 'Mac Pro']","['Device', 'Device', 'Device']","['Mac Pro', 'Expansion Slot Utility', 'Mac Pro']"
"The Palm IIIx also had a 16 MHz Motorola DragonBall EZ CPU that is faster , along with claims to be more efficient , than the 16 MHz Motorola DragonBall CPU found in all previous Palm models .","['Motorola DragonBall EZ', 'CPU', 'Motorola DragonBall', 'CPU']","['Device', 'Device', 'Device', 'Device']","['Palm IIIx', 'Motorola DragonBall', 'Motorola DragonBall']"
"Brian Dipert , writing for EDN Magazine , said that the Nintendo 64 Game Paks are - bulky and expensive , eating into Nintendo 's profit margins compared with competitors’ inexpensive CD and DVD plastic discs - .",['Nintendo 64 Game Paks'],['Device'],"['CD', 'DVD', 'Nintendo 64 Game Pak']"
"MicroLeague Wrestling is a professional wrestling simulation video game , the first based on the World Wrestling Federation ( WWF ) , released in 1987 for Commodore 64 and Atari ST and in 1989 for Amiga and DOS .","['Atari ST', 'Amiga', 'DOS']","['Device', 'Device', 'Device']","['Atari ST', 'Amiga', 'Atari ST', 'Amiga', 'DOS']"
"Supported by companies such as Atari , Namco , and Interplay.2020Analogue Pocket ( Analogue Inc . ) Plays original game cartridge for Game Boy , Game Boy Color , Game Boy Advance , Game Gear , Neo Geo Pocket , Neo Geo Pocket Color and Atari Lynx games .","['Game Boy', 'Game Boy Color', 'Game Boy Advance', 'Neo Geo Pocket']","['Device', 'Device', 'Device', 'Device']","['Game Boy', 'Game Boy Color', 'Game Gear', 'Game Boy Advance', 'Atari Lynx', 'Neo Geo Pocket', 'Game Boy', 'Game Boy Color', 'Game Boy Advance', 'Neo Geo Pocket']"
"It was ported to 3DO , Macintosh and Microsoft Windows .",['3DO'],['Device'],"['3DO', '3DO', 'Macintosh']"
The Intel 82497 is a Cache Controller for the P5 Pentium processor that was developed by Intel in the mid-1990s .,['Intel 82497'],['Device'],"['Cache Controller', 'P5 Pentium processor', 'Intel 8249']"
The Neo Geo and Dreamcast versions are included in the compilation The Kings of Fighters NESTS Hen released for the PlayStation 2 in Japan .,['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
"Yet another system includes a camera built into the handheld pen , with human imperceptible targets injected into the image stream sent to the projector or display , containing positioning information , where the camera detects that information and calculates position accordingly , requiring no calibration at all .",['projector'],['Device'],"['handheld pen', 'projector']"
"On 20 July 1999 , Caldera Thin Clients renamed itself into Lineo under the new lead of Bryan Wayne Sparks .",['Thin Clients'],['Device'],"['Thin Clients', 'Thin Client']"
This ID code system was not integrated into the early Industry Standard Architecture ( ISA ) hardware common in PCs when Plug and Play was first introduced .,['Plug and Play'],['Device'],"['Plug and Play', 'PC', 'Plug and Play']"
"The Game Boy version of Donkey Kong allows Mario to jump higher with consecutive jumps , and perform a back-flip .",['Game Boy'],['Device'],"['Game Boy', 'Game Boy']"
The languages distributed with THEOS include THEOS Multi-User Basic and C . A powerful EXEC shell language can be used for task automation or to produce a turnkey system .,"['THEOS', 'THEOS']","['Device', 'Device']","['THEOS Multi-User Basic', 'THEOS', 'THEOS']"
Other changes include the digital crown incorporating haptic feedback with the Apple Haptic Engine and includes the new Apple-designed W3 wireless chip .,['haptic feedback'],['Device'],"['digital crown', 'haptic feedback']"
"Following the release of X99 chipset , numerous X99-based motherboards became available .","['X99', 'motherboards']","['Device', 'Device']","['motherboards', 'X99', 'motherboards']"
"Versions were released for mobile phones and the Xbox Live Arcade in 2006 and 2008 , respectively .",['Xbox Live Arcade'],['Device'],"['Xbox Live Arcade', 'Xbox Live Arcade']"
"Slashgear summarized the ThinkPad Tablet by saying , - The stylus and the styling add up to a distinctive slate that does n't merely attempt to ape Apple 's iPad. -",['Tablet'],['Device'],"['iPad.', 'iPad']"
Sony Computer Entertainment published the PlayStation Vita version of the game .,['PlayStation Vita'],['Device'],"['PlayStation Vita', 'PlayStation Vita']"
"With Montecito , Intel therefore eliminated hardware support for IA-32 code .","['Montecito', 'IA-32']","['Device', 'Device']","['Montecito', 'Montecito', 'IA - 32']"
"In fast computer designs comparison branches can run faster than flag register branches , because comparison branches can access the registers with more parallelism , using the same CPU mechanisms as a calculation .",['CPU'],['Device'],"['CPU', 'CPU']"
In 2017 it was replaced by Arctur-2 .,['Arctur-2'],['Device'],"['Arctur-2', 'Arctur -']"
Arrow keys were included in later Apple keyboards .,"['Arrow keys', 'keyboards']","['Device', 'Device']","['keyboards', 'Arrow keys', 'keyboards']"
"It featured a 7MHz Z80 processor , 1024KB RAM , 128KB ROM , AY-8910 sound chip ( two were fitted in upgraded models ) , 8-bit DAC , 8-channel ADC , RS-232 and Centronics ports , Beta Disk Interface , IDE interface , AT/XT keyboard , text mode ( 80×25 , 16 possible colours in an 8×8 pattern ) , and two additional resolutions of 320*200 and 640*200 pixels .","['ROM', 'AY-8910', 'Beta Disk Interface']","['Device', 'Device', 'Device']","['ROM', 'Beta Disk Interface', 'Centronics', 'RS-232', 'ROM', 'AY - 8910', 'Beta Disk Interface']"
The unit was 3D capable with the addition of the LaserActive 3D goggles ( GOL-1 ) and the adapter ( ADP-1 ) .,['LaserActive'],['Device'],"['LaserActive 3D goggles', 'LaserActive']"
"It housed the forward system 's Mark 8 Rangekeeper , Mark 41 Stable Vertical , Mark 13 FC Radar controls and displays , Parallax Correctors , Fire Control Switchboard , battle telephone switchboard , battery status indicators , assistant Gunnery Officers , and Fire Controlmen ( FC 's ) ( between 1954 and 1982 , FC 's were designated as Fire Control Technicians ( FT 's ) ) .","['Rangekeeper', 'Parallax']","['Device', 'Device']","['Mark 8 Rangekeeper', 'Mark 41 Stable Vertical', 'Mark 13 FC Radar', 'Rangekeeper', 'Paralla']"
An optional - High-Performance Module for Power Macintosh 6360 - that plugged into an internal cache slot was available from Apple authorized resellers that provide a 256 KB L2 CPU cache .,['Power Macintosh'],['Device'],"['Power Macintosh 6360', 'Power Macintosh']"
Custom OpenGL drivers were also released by PowerVR and Rendition for running Hexen II with their respective ( and also now defunct ) products .,['PowerVR'],['Device'],"['PowerVR', 'PowerVR']"
DEC agreed to sell StrongARM to Intel as part of a lawsuit settlement in 1997 .,['StrongARM'],['Device'],"['StrongARM', 'StrongARM']"
"The PDP-11/34 ( 1976 ) , PDP-11/60 ( 1977 ) , PDP-11/24 ( 1979 ) , and most later models include boot ROM modules .",['ROM'],['Device'],"['PDP-11/34', 'PDP-11/60', 'PDP-11/24', 'ROM']"
"This leverages the performance offered by SSDs and NVMe , by allowing much higher I/O submission rates .",['SSDs'],['Device'],"['SSDs', 'SSDs']"
The Touch Bar MacBook Pro was released in October 2016 .,['MacBook Pro'],['Device'],"['MacBook Pro', 'Touch Bar', 'MacBook Pro']"
The 1000 SX comes with MS-DOS 3.2 and DeskMate II on 5.25 - 360KB diskettes .,['DeskMate'],['Device'],"['DeskMate II', 'DeskM']"
"Despite the emulation , the 49g+ was still much faster than any older model of HP calculator .",['HP calculator'],['Device'],"['HP calculator', 'HP calculator']"
Indigo2 desktop workstations have two models : the teal Indigo2 and the purple IMPACT .,['workstations'],['Device'],"['Indigo2', 'workstations']"
"A canonical sequel to the first game , Spider-Man 2 : Enter Electro , was eventually released on August 26 , 2001 ( but re-released on October 19 , 2001 ) as a PlayStation exclusive , followed by a standalone sequel , Spider-Man : Mysterio 's Menace , released on September 19 , 2001 for the Game Boy Advance .","['PlayStation', ""Spider-Man : Mysterio 's Menace"", 'Game Boy Advance']","['Device', 'Device', 'Device']","['Game Boy Advance', 'PlayStation', ""Spider - Man : Mysterio ' s Menace"", 'Game Boy Advance']"
