Text,entities,entity_types,UniNER
"In February 2023 , a team of researchers at North Carolina State University uncovered a new code execution vulnerability called Spectre-HD , also known as "" Spectre SRV "" or "" Spectre v6 "" .","['Spectre', 'Spectre']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While similar to login spoofing , phishing usually involves a scam in which victims respond to unsolicited e-mails that are either identical or similar in appearance to a familiar site which they may have prior affiliation with .",['login spoofing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"However , this simple example is vulnerable to DOM clobbering .",['DOM clobbering'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Finally , the attacker exploits the necessary vulnerabilities to launch the drive-by download attack .",['drive-by download'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Under such circumstances , the range of instructions that can be used to write a shellcode becomes very limited .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"If successfully executed , the shellcode can provide the attacker access to the target machine across the network .",['shellcode'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The seminal paper "" Format String Attacks "" by Tim Newsham was published in September 2000 and other detailed technical explanation papers were published in September 2001 such as Exploiting Format String Vulnerabilities , by team Teso .","['Format String Attacks', 'Format String Vulnerabilities']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The dynamic linker then loads the initial executable image and all the dynamically-linked libraries on which it depends and starts the executable .,['dynamic linker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 8 November 2019 , Microsoft confirmed a BlueKeep attack , and urged users to immediately patch their Windows systems .",['BlueKeep'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A smudge attack is an information extraction attack that discerns the password input of a touchscreen device such as a cell phone or tablet computer from fingerprint smudges .,['smudge attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2019 , a Microsoft security engineer reported that 70% of all security vulnerabilities were caused by memory safety issues .",['memory safety'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Remote file inclusion ( RFI ) occurs when the web application downloads and executes a remote file .,['Remote file inclusion'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Their covert channel analysis does not consider issues such as interoperability of these data hiding techniques with other network nodes , covert channel capacity estimation , effect of data hiding on the network in terms of complexity and compatibility .","['covert channel', 'covert channel']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"User input ( including an XSS vector ) would be sent to the server , and then sent back to the user as a web page .",['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 25 January 2018 , the current status and possible future considerations in solving the Meltdown and Spectre vulnerabilities were presented .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"He gained access to the site 's administrative control panel and exploited an SQL injection vulnerability that enabled him to collect user account information , including IP addresses , MD5 password hashes and records of which torrents individual users have uploaded .",['SQL injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The dynamic linker can be influenced into modifying its behavior during either the program 's execution or the program 's linking .,['dynamic linker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In November 2020 , the firm Silent Breach identified an IDOR vulnerability with the United States Department of Defense web site and privately reported it via the DOD 's Vulnerability Disclosure Program .",['IDOR'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The data obtained exploiting the DirtyTooth hack may include personal and technical information about the user and the device .,['DirtyTooth'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Inter-protocol exploits can be transmitted over HTTP and launched from web browsers on an internal subnet .,['Inter-protocol exploits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Covert channels are exceedingly hard to install in real systems , and can often be detected by monitoring system performance .",['Covert channels'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In September 2017 , security researcher Ankit Anubhav discovered an IDN homograph attack where the attackers registered adoḅe.com to deliver the Betabot trojan .",['IDN homograph attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Shellshock could enable an attacker to cause Bash to execute arbitrary commands and gain unauthorized access to many Internet-facing services , such as web servers , that use Bash to process requests .",['Shellshock'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 18 December 2017 , the United States Government formally announced that it publicly considers North Korea to be the main culprit behind the WannaCry attack .",['WannaCry attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
One of the first widely known kernel rootkits was developed for Windows NT 4.0 and released in Phrack magazine in 1999 by Greg Hoglund .,['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In languages like Java , dangling pointers cannot occur because there is no mechanism to explicitly deallocate memory .",['dangling pointers'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
JIT spraying is a class of computer security exploit that circumvents the protection of address space layout randomization and data execution prevention by exploiting the behavior of just-in-time compilation .,['JIT spraying'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Nonetheless , one of the variants of Foreshadow goes beyond Intel chips with SGX technology , and affects "" all [ Intel ]  Core processors built over the last seven years "" .",['Foreshadow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Microsoft has also stated that its Schannel implementation of transport-layer encryption is vulnerable to a version of the FREAK attack in all versions of Microsoft Windows .,['FREAK attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer security , a NOP slide , NOP sled or NOP ramp is a sequence of NOP ( no-operation ) instructions meant to "" slide "" the CPU 's instruction execution flow to its final , desired destination whenever the program branches to a memory address anywhere on the slide .","['NOP slide', 'NOP sled', 'NOP ramp']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Man-in-the-browser ( MITB , MitB , MIB , MiB ) , a form of Internet threat related to man-in-the-middle ( MITM ) , is a proxy Trojan horse that infects a web browser by taking advantage of vulnerabilities in browser security to modify web pages , modify transaction content or insert additional transactions , all in a covert fashion invisible to both the user and host web application .",['Man-in-the-browser'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The first variant of DNS cache poisoning involves redirecting the name server of the attacker 's domain to the name server of the target domain , then assigning that name server an IP address specified by the attacker .",['DNS cache poisoning'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On the first aspect , Merkel mentions the use of the C programming language as one risk factor which favored Heartbleed 's appearance , echoing Wheeler 's analysis .",['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"With SQL Injection , one can use parameterized queries , stored procedures , whitelist input validation , and more to help mitigate Code Injection problems .",['Code Injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"The WannaCry ransomware attack was a worldwide cyberattack in May 2017 by the WannaCry ransomware cryptoworm , which targeted computers running the Microsoft Windows operating system by encrypting data and demanding ransom payments in the Bitcoin cryptocurrency .","['WannaCry ransomware attack', 'WannaCry ransomware']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The primary data types in languages in which buffer overflows are common are strings and arrays .,['buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"As such , many kernel-mode rootkits are developed as device drivers or loadable modules , such as loadable kernel modules in Linux or device drivers in Microsoft Windows .",['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The same research teams that discovered Meltdown also discovered Spectre .,['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"As long as programs only trademark trustworthy values , an attacker who controls a JavaScript string value cannot cause XSS .",['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
StackGuard was introduced as a set of patches to the Intel x86 backend of GCC 2.7 .,['StackGuard'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Inter-protocol exploitation is a class of security vulnerabilities that takes advantage of interactions between two communication protocols , for example the protocols used in the Internet .",['Inter-protocol exploitation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This is specifically forbidden by the UTF-8 standard , but has still led to directory traversal vulnerabilities in software such as the IIS web server .",['directory traversal'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Taking the above scenario as an example , if we could access the broker , we would be able to make the worker generate new tasks with arbitrary data , unleashing a broker injection .",['broker injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"DNS spoofing , also referred to as DNS cache poisoning , is a form of computer security hacking in which corrupt Domain Name System data is introduced into the DNS resolver 's cache , causing the name server to return an incorrect result record , e.g.","['DNS spoofing', 'DNS cache poisoning']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In an actual stack buffer overflow exploit the string of "" A "" ' s would instead be shellcode suitable to the platform and desired function .",['stack buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
